"NCBI.ID","nuSSU","nuLSU","AbdA","Wg","LR","COI","EF1aF1","EF1aF2","ArgK","CAD","Top1","Ubx","Taxon","Genus","Tribe","Subfamily","Family"
"291734",NA,NA,NA,"LT977271",NA,"AY641660",NA,NA,NA,NA,"LT977258",NA,"Tetramorium hungaricum","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"628698",NA,NA,NA,"KM579377","KM597427","DQ176277",NA,NA,NA,NA,"KM579098",NA,"Tetramorium ibycterum","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"2164160",NA,NA,NA,NA,NA,"MF134291",NA,NA,NA,NA,NA,NA,"Tetramorium immigrans","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"30205","FJ824235","FJ824324","FJ824328",NA,"FJ824502","FJ824456",NA,NA,"FJ824371",NA,NA,NA,"Tetramorium impurum","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"1378294",NA,NA,NA,"LT977299",NA,"KC905192",NA,NA,NA,NA,"LT977254",NA,"Tetramorium indocile","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"386757",NA,NA,NA,NA,NA,"DQ523560",NA,NA,NA,NA,NA,NA,"Tetramorium insolens","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"628723",NA,NA,NA,NA,NA,"MG947315",NA,NA,NA,NA,NA,NA,"Tetramorium kelleri","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"443852",NA,"EU490477",NA,NA,NA,"GU709681",NA,NA,NA,NA,NA,NA,"Tetramorium lanuginosum","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"1674348",NA,NA,NA,"KM579379","KM597429",NA,NA,NA,NA,NA,"KM579100",NA,"Tetramorium mackae","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"1674349",NA,NA,NA,"KM579380","KM597430",NA,NA,NA,NA,NA,"KM579101",NA,"Tetramorium malagasy","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"386758",NA,NA,NA,NA,NA,"DQ523557",NA,NA,NA,NA,NA,NA,"Tetramorium manobo","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"283013",NA,NA,NA,NA,NA,"AY641658",NA,NA,NA,NA,NA,NA,"Tetramorium moravicum","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"628782",NA,NA,NA,NA,NA,"LC230022",NA,NA,NA,NA,NA,NA,"Tetramorium nipponense","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"1392446",NA,NA,NA,"KM579382","KM597432","KF200232",NA,NA,NA,NA,"KM579103",NA,"Tetramorium norvigi","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"386759",NA,"EU490474",NA,NA,NA,"DQ523555",NA,NA,NA,NA,NA,NA,"Tetramorium pacificum","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"628814",NA,NA,NA,NA,NA,"DQ176068",NA,NA,NA,NA,NA,NA,"Tetramorium pleganon","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"628815",NA,NA,NA,NA,NA,"KF200912",NA,NA,NA,NA,NA,NA,"Tetramorium plesiarum","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"1674350",NA,NA,NA,"KM579383","KM597433",NA,NA,NA,NA,NA,"KM579104",NA,"Tetramorium popell","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"628823",NA,NA,NA,"KM579384","KM597434","KF200848",NA,NA,NA,NA,"KM579105",NA,"Tetramorium proximum","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"628839",NA,NA,NA,"KM579385","KM597435",NA,NA,NA,NA,NA,"KM579106",NA,"Tetramorium ranarum","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"1674351",NA,NA,NA,"KM579386","KM597436",NA,NA,NA,NA,NA,"KM579107",NA,"Tetramorium rumo","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"386760",NA,NA,NA,NA,NA,"DQ523556",NA,NA,NA,NA,NA,NA,"Tetramorium scabrum","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"628870",NA,NA,NA,NA,NA,"GU709665",NA,NA,NA,NA,NA,NA,"Tetramorium scytalum","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"291733",NA,NA,NA,NA,NA,"AY641656",NA,NA,NA,NA,NA,NA,"Tetramorium semilaeve","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"628885",NA,NA,NA,"KM579387","KM597437","KF201070",NA,NA,NA,NA,"KM579108",NA,"Tetramorium sericeiventre","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"628889","KJ860234","KJ860046","KJ861321","KJ861934","KJ861505","DQ176303","KJ860663","KJ859858","KJ861126","KJ860894","KJ861736","KJ860465","Tetramorium severini","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"628894",NA,NA,NA,"KM579389","KM597439",NA,NA,NA,NA,NA,"KM579110",NA,"Tetramorium sikorae","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"443853",NA,"EU490468",NA,"KM579390","KM597440","DQ176172",NA,NA,NA,NA,"KM579111",NA,"Tetramorium simillimum","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"628902","KJ860235","KJ860047","KJ861322","KJ861935","KJ861506",NA,"KJ860664","KJ859859","KJ861127","KJ860895","KJ861737","KJ860466","Tetramorium spinosum","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"628906",NA,NA,NA,"LT977305",NA,"MF134235",NA,NA,NA,NA,"LT977255",NA,"Tetramorium staerckei","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"628908",NA,NA,NA,"KM579391","KM597441",NA,NA,NA,NA,NA,"KM579112",NA,"Tetramorium steinheili","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"628921","KJ860236","KJ860048","KJ861323","KJ861936","KJ861507",NA,"KJ860665","KJ859860","KJ861128","KJ860896","KJ861738","KJ860467","Tetramorium taylori","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"628931",NA,NA,NA,"KM579392","KM597442","KF200977",NA,NA,NA,NA,"KM579113",NA,"Tetramorium tosii","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"291737",NA,NA,NA,NA,NA,"AY641700",NA,NA,NA,NA,NA,NA,"Tetramorium tsushimae","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"411796","EF012945","EF013073","EF013201","EF013781","JQ326776",NA,"EF013360","EF013522","KJ861129","KJ860897","KJ861739","KJ860468","Tetramorium validiusculum","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"1392447",NA,NA,NA,"KM579393","KM597443","KF201051",NA,NA,NA,NA,"KM579114",NA,"Tetramorium valky","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"1539507","KJ860237","KJ860049","KJ861324","KJ861937","KJ861508",NA,"KJ860666","KJ859861","KJ861130","KJ860898","KJ861740","KJ860469","Tetramorium venator","Tetramorium","Tetramoriini","Myrmicinae","Formicidae"
"1539538","KJ860102","KJ859914","KJ861190","KJ861802","KJ861375",NA,"KJ860531","KJ859727","KJ860971","KJ860731","KJ861573","KJ860302","Diaphoromyrma sofiae","Diaphoromyrma",NA,"Myrmicinae","Formicidae"
"1539542","KJ860117","KJ859929","KJ861205","KJ861817","KJ861390",NA,"KJ860546","KJ859742","KJ860988","KJ860748","KJ861590","KJ860319","Kempfidris inusualis","Kempfidris",NA,"Myrmicinae","Formicidae"
"1539508","KJ860241","KJ860053","KJ861328","KJ861941","KJ861512",NA,"KJ860670","KJ859865","KJ861135","KJ860903","KJ861745","KJ860474","Tyrannomyrmex legatus","Tyrannomyrmex",NA,"Myrmicinae","Formicidae"
"629109",NA,NA,NA,"KP294329",NA,"KP294328",NA,NA,NA,NA,NA,NA,"Tyrannomyrmex rex","Tyrannomyrmex",NA,"Myrmicinae","Formicidae"
"55425","AY703489","AY703556","DQ352867","AY233597","AY703757","DQ353276","JQ519583","JQ519674","KJ523355","KJ523370","KJ523704","KJ523621","Paraponera clavata","Paraponera",NA,"Paraponerinae","Formicidae"
"615820",NA,NA,NA,"HQ439106","HQ439114",NA,NA,NA,NA,NA,NA,NA,"Platythyrea angusta","Platythyrea","Platythyreini","Ponerinae","Formicidae"
"615822",NA,NA,NA,"KM579299","KM597354","DQ176305",NA,NA,NA,NA,"KM579020",NA,"Platythyrea arthuri","Platythyrea","Platythyreini","Ponerinae","Formicidae"
"237760",NA,"AY325948",NA,"KM579300","KM597355","HQ440137",NA,NA,NA,NA,"KM579021",NA,"Platythyrea bicuspis","Platythyrea","Platythyreini","Ponerinae","Formicidae"
"615826",NA,NA,NA,"HQ439100","HQ439108","HQ440139",NA,NA,NA,NA,NA,NA,"Platythyrea conradti","Platythyrea","Platythyreini","Ponerinae","Formicidae"
"615835",NA,"MF626122","MF625691","MF626013","JN675407",NA,NA,"MF625904","MF626180","JX310642","MF626071","MF625962","Platythyrea lamellosa","Platythyrea","Platythyreini","Ponerinae","Formicidae"
"309839","AY867437","AY867453","AY867469","KM579302","KM597357","HM373090","EF013322","EF013484","KJ861145","KJ860914","KJ861756","KJ860485","Platythyrea mocquerysi","Platythyrea","Platythyreini","Ponerinae","Formicidae"
"615842",NA,NA,NA,"HQ439101","HQ439109","HQ440140",NA,NA,NA,NA,NA,NA,"Platythyrea parallela","Platythyrea","Platythyreini","Ponerinae","Formicidae"
"615843",NA,NA,NA,"HQ439107","HQ439115","MF925988",NA,NA,NA,NA,NA,NA,"Platythyrea pilosula","Platythyrea","Platythyreini","Ponerinae","Formicidae"
"615844",NA,NA,NA,"HQ439103","HQ439111","HQ440133",NA,NA,NA,NA,NA,NA,"Platythyrea prizo","Platythyrea","Platythyreini","Ponerinae","Formicidae"
"77147","EF012912","EF013040","DQ352895","DQ353133","EF013620","DQ353357","EF013323","EF013485","MF626181","JX310643","MF626072","MF625963","Platythyrea punctata","Platythyrea","Platythyreini","Ponerinae","Formicidae"
"615845",NA,NA,NA,"JN419123",NA,NA,NA,NA,NA,"JX310644",NA,NA,"Platythyrea quadridenta","Platythyrea","Platythyreini","Ponerinae","Formicidae"
"486648",NA,"EU155423",NA,"EU155479","EU155460",NA,NA,NA,NA,"JX310645",NA,NA,"Platythyrea strenua","Platythyrea","Platythyreini","Ponerinae","Formicidae"
"615850",NA,NA,NA,"JN419124",NA,NA,NA,NA,NA,NA,NA,NA,"Platythyrea turneri","Platythyrea","Platythyreini","Ponerinae","Formicidae"
"602459",NA,"KU504996",NA,"KU254466","KU504918","KU504829",NA,NA,NA,"KU504739",NA,NA,"Anochetus africanus","Anochetus","Ponerini","Ponerinae","Formicidae"
"1884767",NA,NA,NA,"KU254467","KU504919","KU504830",NA,NA,NA,"KU504740",NA,NA,"Anochetus alae","Anochetus","Ponerini","Ponerinae","Formicidae"
"602461",NA,"KU504997",NA,"KU254468","KU504920","KU504831",NA,NA,NA,"KU504741",NA,NA,"Anochetus altisquamis","Anochetus","Ponerini","Ponerinae","Formicidae"
"602464",NA,NA,NA,"KU254469",NA,NA,NA,NA,NA,"KU504821",NA,NA,"Anochetus bequaerti","Anochetus","Ponerini","Ponerinae","Formicidae"
"602465",NA,"KU504998",NA,"KU254470","KU504921","KU504832",NA,NA,NA,"KU504742",NA,NA,"Anochetus bispinosus","Anochetus","Ponerini","Ponerinae","Formicidae"
"476158","EU041998","KU504999",NA,"KU254471","KU504922","KU504833",NA,NA,NA,"KU504743",NA,NA,"Anochetus boltoni","Anochetus","Ponerini","Ponerinae","Formicidae"
"602467",NA,"KU505029",NA,"KU254472",NA,NA,NA,NA,NA,"KU504744",NA,NA,"Anochetus cato","Anochetus","Ponerini","Ponerinae","Formicidae"
"602470",NA,NA,NA,NA,NA,"KT783660",NA,NA,NA,NA,NA,NA,"Anochetus diegensis","Anochetus","Ponerini","Ponerinae","Formicidae"
"486636",NA,"JQ023505",NA,"EU155462","EU155443",NA,NA,NA,NA,"JX310572",NA,NA,"Anochetus emarginatus","Anochetus","Ponerini","Ponerinae","Formicidae"
"602477",NA,NA,NA,NA,NA,"KP826688",NA,NA,NA,NA,NA,NA,"Anochetus ghilianii","Anochetus","Ponerini","Ponerinae","Formicidae"
"476159","EU041992","KU505003",NA,"KM579129","KU504925","KU504836",NA,NA,NA,"KU504747","KM578850",NA,"Anochetus goodmani","Anochetus","Ponerini","Ponerinae","Formicidae"
"320728",NA,"KU505004",NA,"KU254476","KU504927","KU504837",NA,NA,NA,"KU504822",NA,NA,"Anochetus graeffei","Anochetus","Ponerini","Ponerinae","Formicidae"
"269309",NA,"KU505005",NA,"KM579130","KU504928","KU504838",NA,NA,NA,"KU504749","KM578851",NA,"Anochetus grandidieri","Anochetus","Ponerini","Ponerinae","Formicidae"
"602480",NA,"KU505006",NA,"KU254479","KU504929","KU504839",NA,NA,NA,"KU504750",NA,NA,"Anochetus horridus","Anochetus","Ponerini","Ponerinae","Formicidae"
"602482",NA,"KU505007",NA,"KU254480",NA,NA,NA,NA,NA,"KU504751",NA,NA,"Anochetus incultus","Anochetus","Ponerini","Ponerinae","Formicidae"
"602484",NA,NA,NA,"KU254481","KU504952","KU504840",NA,NA,NA,"KU504752",NA,NA,"Anochetus isolatus","Anochetus","Ponerini","Ponerinae","Formicidae"
"373790",NA,"DQ400978",NA,"KU254482","KU504930","KU504841",NA,NA,NA,"KU504753",NA,NA,"Anochetus katonae","Anochetus","Ponerini","Ponerinae","Formicidae"
"602488",NA,NA,NA,NA,NA,"KC685004",NA,NA,NA,NA,NA,NA,"Anochetus levaillanti","Anochetus","Ponerini","Ponerinae","Formicidae"
"269310","EF012834","EF012962","EF013090","KU254483","EF013542","KU504842","EF013221","EF013383","MF626136","JX310573","MF626027","MF625918","Anochetus madagascarensis","Anochetus","Ponerini","Ponerinae","Formicidae"
"369091","DQ353522","DQ353643","DQ352986","KU254486","JN675409","KU504845",NA,NA,NA,"JX310574",NA,NA,"Anochetus mayri","Anochetus","Ponerini","Ponerinae","Formicidae"
"602494",NA,"KU505013",NA,"KU254487","KU504936","KU504847",NA,NA,NA,"KU504759",NA,NA,"Anochetus minans","Anochetus","Ponerini","Ponerinae","Formicidae"
"602496",NA,"KU505014",NA,"KU254488","KU504937",NA,NA,NA,NA,"KU504823",NA,NA,"Anochetus modicus","Anochetus","Ponerini","Ponerinae","Formicidae"
"602500",NA,"KU505015",NA,"KU254489","KU504938","KU504848",NA,NA,NA,"KU504760",NA,NA,"Anochetus neglectus","Anochetus","Ponerini","Ponerinae","Formicidae"
"602502",NA,"KU505016",NA,"KU254490",NA,"KU504849",NA,NA,NA,"KU504761",NA,NA,"Anochetus obscuratus","Anochetus","Ponerini","Ponerinae","Formicidae"
"602504",NA,"KU505018",NA,"KU254491","KU504941","KU504851",NA,NA,NA,"KU504763",NA,NA,"Anochetus orchidicola","Anochetus","Ponerini","Ponerinae","Formicidae"
"602508",NA,"KU505019",NA,"KU254492","KU504940","KU504852",NA,NA,NA,"KU504764",NA,NA,"Anochetus paripungens","Anochetus","Ponerini","Ponerinae","Formicidae"
"663891",NA,NA,NA,NA,NA,"EF610839",NA,NA,NA,NA,NA,NA,"Anochetus pattersoni","Anochetus","Ponerini","Ponerinae","Formicidae"
"602510",NA,"KU505020",NA,"KU254493","KU504924","KU504835",NA,NA,NA,"KU504746",NA,NA,"Anochetus peracer","Anochetus","Ponerini","Ponerinae","Formicidae"
"486637",NA,"EU155409",NA,"EU155463","EU155444","KU504853",NA,NA,NA,"KU504824",NA,NA,"Anochetus princeps","Anochetus","Ponerini","Ponerinae","Formicidae"
"602511",NA,"KU505022",NA,"KU254494","KU504943","KU504854",NA,NA,NA,"KU504766",NA,NA,"Anochetus pubescens","Anochetus","Ponerini","Ponerinae","Formicidae"
"602514",NA,NA,NA,"KU254495","KU504944",NA,NA,NA,NA,"KU504767",NA,NA,"Anochetus rectangularis","Anochetus","Ponerini","Ponerinae","Formicidae"
"602515",NA,"KU505028",NA,"KU254496","KU504951","KU504863",NA,NA,NA,"KU504768",NA,NA,"Anochetus risii","Anochetus","Ponerini","Ponerinae","Formicidae"
"602518",NA,"KU505023",NA,"KU254498","KU504945","KU504855",NA,NA,NA,"KU504769",NA,NA,"Anochetus rugosus","Anochetus","Ponerini","Ponerinae","Formicidae"
"602522",NA,"KU505024",NA,"KU254501","KU504947","KU504857",NA,NA,NA,"KU504770",NA,NA,"Anochetus simoni","Anochetus","Ponerini","Ponerinae","Formicidae"
"602527",NA,NA,NA,"KU254506","KU504953","KU504864",NA,NA,NA,"KU504777",NA,NA,"Anochetus subcoecus","Anochetus","Ponerini","Ponerinae","Formicidae"
"602530",NA,"KU505030",NA,"KU254507","KU504954","KU504865",NA,NA,NA,"KU504778",NA,NA,"Anochetus targionii","Anochetus","Ponerini","Ponerinae","Formicidae"
"602534",NA,NA,NA,"KU254509","KU504955","KU504866",NA,NA,NA,"KU504779",NA,NA,"Anochetus turneri","Anochetus","Ponerini","Ponerinae","Formicidae"
"1884768",NA,NA,NA,"KU254510","KU504956","KU504867",NA,NA,NA,"KU504780",NA,NA,"Anochetus victoriae","Anochetus","Ponerini","Ponerinae","Formicidae"
"602818",NA,"MF626093","MF625662","MF625984","MF626202",NA,NA,"MF625875","MF626139",NA,"MF626030","MF625921","Asphinctopone silvestrii","Asphinctopone","Ponerini","Ponerinae","Formicidae"
"373795",NA,"DQ401006",NA,"KM579135",NA,NA,NA,NA,NA,NA,"KM578856",NA,"Bothroponera cambouei","Bothroponera","Ponerini","Ponerinae","Formicidae"
"613744",NA,NA,NA,"KM579136",NA,"DQ176254",NA,NA,NA,NA,"KM578857",NA,"Bothroponera perroti","Bothroponera","Ponerini","Ponerinae","Formicidae"
"1674320",NA,NA,NA,"KM579137",NA,NA,NA,NA,NA,NA,"KM578858",NA,"Bothroponera vazimba","Bothroponera","Ponerini","Ponerinae","Formicidae"
"1674321",NA,"MF626095","MF625664","KM579138","MF626204",NA,NA,"MF625877","MF626141",NA,"MF626032","MF625923","Bothroponera wasmannii","Bothroponera","Ponerini","Ponerinae","Formicidae"
"1885318",NA,"JQ023531",NA,"JN419155","JN675435","KU504869",NA,NA,NA,"JX310612",NA,NA,"Brachyponera atrata","Brachyponera","Ponerini","Ponerinae","Formicidae"
"2077367",NA,"MF626096","MF625665","MF625987","MF626205","EF609942",NA,"MF625878","MF626143",NA,"MF626034","MF625925","Brachyponera obscurans","Brachyponera","Ponerini","Ponerinae","Formicidae"
"2233915",NA,NA,NA,NA,NA,NA,NA,NA,"MF626144",NA,"MF626035","MF625926","Centromyrmex angolensis","Centromyrmex","Ponerini","Ponerinae","Formicidae"
"606654",NA,"JQ023507",NA,"JN419127","JN675410",NA,NA,NA,NA,"JX310575",NA,NA,"Centromyrmex brachycola","Centromyrmex","Ponerini","Ponerinae","Formicidae"
"369111","DQ353521","DQ353675","DQ352947","DQ353127","DQ353245",NA,NA,NA,NA,NA,NA,NA,"Centromyrmex feae","Centromyrmex","Ponerini","Ponerinae","Formicidae"
"606662",NA,"JQ023508",NA,"JN419128","JN675411",NA,NA,NA,NA,"JX310576",NA,NA,"Centromyrmex hamulatus","Centromyrmex","Ponerini","Ponerinae","Formicidae"
"411742","EF012851","EF012979","EF013107","EF013687","EF013559",NA,"EF013241","EF013403",NA,NA,NA,NA,"Centromyrmex sellaris","Centromyrmex","Ponerini","Ponerinae","Formicidae"
"369117","DQ353517","DQ353646","DQ352891","MF625988","JN675412","KF370991",NA,"MF625879","MF626146","JX310578","MF626037","MF625928","Cryptopone gilva","Cryptopone","Ponerini","Ponerinae","Formicidae"
"606976",NA,"MF626098","MF625667","MF625989","MF626207",NA,NA,"MF625880","MF626147",NA,"MF626038","MF625929","Cryptopone hartwigi","Cryptopone","Ponerini","Ponerinae","Formicidae"
"255801",NA,"JQ023510",NA,"JN419130","JN675413","GQ264538",NA,NA,NA,"JX310579",NA,NA,"Cryptopone sauteri","Cryptopone","Ponerini","Ponerinae","Formicidae"
"137715",NA,NA,NA,"DQ227747",NA,NA,NA,NA,NA,NA,NA,NA,"Diacamma ceylonense","Diacamma","Ponerini","Ponerinae","Formicidae"
"609250",NA,"MF626099","MF625668","MF625990","MF626208",NA,NA,"MF625881","MF626149",NA,"MF626040","MF625931","Diacamma pallidum","Diacamma","Ponerini","Ponerinae","Formicidae"
"255798",NA,NA,NA,"JN419131","JN675414","HQ619699",NA,NA,NA,"JX310580",NA,NA,"Diacamma rugosum","Diacamma","Ponerini","Ponerinae","Formicidae"
"609289",NA,NA,NA,"JN419133","JN675416","MF926022",NA,NA,NA,"JX310582",NA,NA,"Dinoponera australis","Dinoponera","Ponerini","Ponerinae","Formicidae"
"369123","DQ353518","DQ353608","DQ352976",NA,"DQ353255","DQ353322",NA,NA,NA,NA,NA,NA,"Dinoponera gigantea","Dinoponera","Ponerini","Ponerinae","Formicidae"
"609292",NA,"MF626100","MF625669","MF625991","MF626209",NA,NA,"MF625882","MF626150",NA,"MF626041","MF625932","Dinoponera longipes","Dinoponera","Ponerini","Ponerinae","Formicidae"
"2233919",NA,"MF626103","MF625672","MF625994","MF626212",NA,NA,"MF625885","MF626154",NA,"MF626045","MF625936","Ectomomyrmex leeuwenhoeki","Ectomomyrmex","Ponerini","Ponerinae","Formicidae"
"609658",NA,"JQ023512",NA,"JN419134","JN675417",NA,NA,NA,NA,"JX310583",NA,NA,"Emeryopone buttelreepeni","Emeryopone","Ponerini","Ponerinae","Formicidae"
"1674323",NA,NA,NA,"KM579264",NA,NA,NA,NA,NA,NA,"KM578985",NA,"Euponera antsiraka","Euponera","Ponerini","Ponerinae","Formicidae"
"613597",NA,"MF626105","MF625674","MF625996","MF626214","LN609182",NA,"MF625887","MF626156",NA,"MF626047","MF625938","Euponera brunoi","Euponera","Ponerini","Ponerinae","Formicidae"
"1674324",NA,NA,NA,"KM579193",NA,NA,NA,NA,"MF626157",NA,"MF626048","MF625939","Euponera sikorae","Euponera","Ponerini","Ponerinae","Formicidae"
"2233921",NA,"MF626106","MF625675","MF625997","MF626215",NA,NA,"MF625888","MF626158",NA,"MF626049","MF625940","Fisheropone ambigua","Fisheropone","Ponerini","Ponerinae","Formicidae"
"1885320",NA,"JQ023537",NA,"JN419162",NA,"KU504870",NA,NA,NA,"JX310622",NA,NA,"Hagensia havilandi","Hagensia","Ponerini","Ponerinae","Formicidae"
"610380",NA,"MF626107","MF625676","MF625998","JN675418",NA,NA,"MF625889","MF626159",NA,"MF626050","MF625941","Harpegnathos saltator","Harpegnathos","Ponerini","Ponerinae","Formicidae"
"610381",NA,"JQ023514",NA,"JN419136","JN675419",NA,NA,NA,NA,"JX310585",NA,NA,"Harpegnathos venator","Harpegnathos","Ponerini","Ponerinae","Formicidae"
"610450",NA,NA,NA,NA,NA,"MF926019",NA,NA,NA,NA,NA,NA,"Hypoponera distinguenda","Hypoponera","Ponerini","Ponerinae","Formicidae"
"610470",NA,NA,NA,NA,NA,"MF925970",NA,NA,NA,NA,NA,NA,"Hypoponera foreli","Hypoponera","Ponerini","Ponerinae","Formicidae"
"610481",NA,NA,NA,NA,NA,"GU709909",NA,NA,NA,NA,NA,NA,"Hypoponera indigens","Hypoponera","Ponerini","Ponerinae","Formicidae"
"369145","DQ353526","DQ353624","DQ352974","DQ353129",NA,"DQ353332",NA,NA,NA,NA,NA,NA,"Hypoponera inexorata","Hypoponera","Ponerini","Ponerinae","Formicidae"
"443823",NA,"EU490439",NA,NA,NA,"GU709897",NA,NA,NA,NA,NA,NA,"Hypoponera johannae","Hypoponera","Ponerini","Ponerinae","Formicidae"
"610494",NA,"EU490441",NA,NA,NA,"EU525202",NA,NA,NA,NA,NA,NA,"Hypoponera ludovicae","Hypoponera","Ponerini","Ponerinae","Formicidae"
"610514",NA,NA,NA,NA,NA,"KX053500",NA,NA,NA,NA,NA,NA,"Hypoponera opaciceps","Hypoponera","Ponerini","Ponerinae","Formicidae"
"280466","AY703488","AY703555","AY703689","EU155464","AY703756","EU155427","EF013266","EF013428","KU671659","JX310587","KU671722","KU671785","Hypoponera opacior","Hypoponera","Ponerini","Ponerinae","Formicidae"
"610524",NA,NA,NA,NA,NA,"MF926011",NA,NA,NA,NA,NA,NA,"Hypoponera parva","Hypoponera","Ponerini","Ponerinae","Formicidae"
"610530",NA,"EU490436",NA,NA,NA,"GU709895",NA,NA,NA,NA,NA,NA,"Hypoponera punctatissima","Hypoponera","Ponerini","Ponerinae","Formicidae"
"237759","EF012869","EF012997","EF013125","JN419137","EF013577",NA,"EF013267","EF013429","MF626160","JX310588","MF626051","MF625942","Hypoponera sakalava","Hypoponera","Ponerini","Ponerinae","Formicidae"
"610569",NA,NA,NA,NA,NA,"MF925935",NA,NA,NA,NA,NA,NA,"Hypoponera trigona","Hypoponera","Ponerini","Ponerinae","Formicidae"
"610864",NA,NA,NA,"KM579214",NA,NA,NA,NA,NA,NA,"KM578935",NA,"Leptogenys acutirostris","Leptogenys","Ponerini","Ponerinae","Formicidae"
"610871",NA,NA,NA,"KM579215",NA,"KF201052",NA,NA,NA,NA,"KM578936",NA,"Leptogenys angusta","Leptogenys","Ponerini","Ponerinae","Formicidae"
"610876",NA,NA,NA,NA,NA,"DQ176202",NA,NA,NA,NA,NA,NA,"Leptogenys antongilensis","Leptogenys","Ponerini","Ponerinae","Formicidae"
"610877",NA,NA,NA,NA,NA,"KF200996",NA,NA,NA,NA,NA,NA,"Leptogenys arcirostris","Leptogenys","Ponerini","Ponerinae","Formicidae"
"486638",NA,"EU155411",NA,"EU155465","EU155446","EU155428",NA,NA,NA,"JX310592",NA,NA,"Leptogenys attenuata","Leptogenys","Ponerini","Ponerinae","Formicidae"
"1674325",NA,NA,NA,"KM579217",NA,NA,NA,NA,NA,NA,"KM578938",NA,"Leptogenys borivava","Leptogenys","Ponerini","Ponerinae","Formicidae"
"610902",NA,NA,NA,NA,NA,"KY000663",NA,NA,NA,NA,NA,NA,"Leptogenys chinensis","Leptogenys","Ponerini","Ponerinae","Formicidae"
"610904",NA,NA,NA,NA,NA,"DQ176259",NA,NA,NA,NA,NA,NA,"Leptogenys coerulescens","Leptogenys","Ponerini","Ponerinae","Formicidae"
"610909",NA,"JQ023522",NA,"JN419145","JN675423",NA,NA,NA,NA,"JX310593",NA,NA,"Leptogenys crassicornis","Leptogenys","Ponerini","Ponerinae","Formicidae"
"411755","EF012872","EF013000","EF013128","EF013708","EF013580",NA,"EF013273","EF013435","MF626168",NA,"MF626059","MF625950","Leptogenys diminuta","Leptogenys","Ponerini","Ponerinae","Formicidae"
"610943",NA,"JQ023519",NA,"JN419142","JN675424","GU709885",NA,NA,NA,"JX310594",NA,NA,"Leptogenys falcigera","Leptogenys","Ponerini","Ponerinae","Formicidae"
"610966",NA,NA,NA,NA,NA,"MF804697",NA,NA,NA,NA,NA,NA,"Leptogenys hodgsoni","Leptogenys","Ponerini","Ponerinae","Formicidae"
"610973",NA,NA,NA,NA,NA,"MF925888",NA,NA,NA,NA,NA,NA,"Leptogenys iheringi","Leptogenys","Ponerini","Ponerinae","Formicidae"
"373791",NA,"DQ400995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leptogenys intermedia","Leptogenys","Ponerini","Ponerinae","Formicidae"
"610979",NA,NA,NA,"JN419141","KC006064",NA,NA,NA,NA,"JX310595",NA,NA,"Leptogenys iridescens","Leptogenys","Ponerini","Ponerinae","Formicidae"
"1674326",NA,NA,NA,"KM579216",NA,NA,NA,NA,NA,NA,"KM578937",NA,"Leptogenys lavavava","Leptogenys","Ponerini","Ponerinae","Formicidae"
"1674327",NA,NA,NA,"KM579218",NA,NA,NA,NA,NA,NA,"KM578939",NA,"Leptogenys malama","Leptogenys","Ponerini","Ponerinae","Formicidae"
